,speed,gear,brake,throttle,revs,transmission_speed
2269,[9.844170553724968],[2.0],[0.0],[0.0],[600.0],[445.3325664282862]
2270,[9.840728935831416],[2.0],[0.0],[0.0],[600.0],[445.17687382616833]
2271,[9.837289704043695],[2.0],[0.0],[0.0],[600.0],[445.0212891671857]
2272,[9.833852860804198],[2.0],[0.0],[0.0],[600.0],[444.8658125618279]
2273,[9.830418408567173],[2.0],[0.0],[0.0],[600.0],[444.71044412112064]
2274,[9.826986349798762],[2.0],[0.0],[0.0],[600.0],[444.55518395662756]
2275,[9.823556686977016],[2.0],[0.0],[0.0],[600.0],[444.4000321804513]
2276,[9.820129422591931],[2.0],[0.0],[0.0],[600.0],[444.2449889052349]
2277,[9.81670455914548],[2.0],[0.0],[0.0],[600.0],[444.0900542441631]
2278,[9.813282099151644],[2.0],[0.0],[0.0],[600.0],[443.9352283109638]
2279,[9.80986204513643],[2.0],[0.0],[0.0],[600.0],[443.78051121990916]
2280,[9.806444399637915],[2.0],[0.0],[0.0],[600.0],[443.6259030858171]
2281,[9.803029165206265],[2.0],[0.0],[0.0],[600.0],[443.4714040240525]
2282,[9.799616344403772],[2.0],[0.0],[0.0],[600.0],[443.31701415052885]
2283,[9.796205939804867],[2.0],[0.0],[0.0],[600.0],[443.162733581709]
2284,[9.792797953996176],[2.0],[0.0],[0.0],[600.0],[443.008562434607]
2285,[9.789392389576525],[2.0],[0.0],[0.0],[600.0],[442.85450082678915]
2286,[9.785989249156982],[2.0],[0.0],[0.0],[600.0],[442.7005488763754]
2287,[9.782588535360881],[2.0],[0.0],[0.0],[600.0],[442.54670670204086]
2288,[9.779190250823852],[2.0],[0.0],[0.0],[600.0],[442.3929744230165]
2289,[9.775794398193854],[2.0],[0.0],[0.0],[600.0],[442.23935215909125]
2290,[9.772400980131199],[2.0],[0.0],[0.0],[600.0],[442.0858400306128]
2291,[9.769009999308576],[2.0],[0.0],[0.0],[600.0],[441.93243815848905]
2292,[9.7656214584111],[2.0],[0.0],[0.0],[600.0],[441.7791466641895]
2293,[9.762235360136316],[2.0],[0.0],[0.0],[600.0],[441.62596566974634]
2294,[9.758851707194248],[2.0],[0.0],[0.0],[600.0],[441.47289529775605]
2295,[9.75547050230741],[2.0],[0.0],[0.0],[600.0],[441.3199356713805]
2296,[9.752091748210853],[2.0],[0.0],[0.0],[600.0],[441.16708691434826]
2297,[9.748715447652177],[2.0],[0.0],[0.0],[600.0],[441.01434915095604]
2298,[9.745341603391578],[2.0],[0.0],[0.0],[600.0],[440.86172250606984]
2299,[9.741970218201853],[2.0],[0.0],[0.0],[600.0],[440.70920710512627]
2300,[9.73860129486845],[2.0],[0.0],[0.0],[600.0],[440.5568030741339]
2301,[9.735234836189486],[2.0],[0.0],[0.0],[600.0],[440.40451053967433]
2302,[9.731870844975775],[2.0],[0.0],[0.0],[600.0],[440.2523296289041]
2303,[9.728509324050863],[2.0],[0.0],[0.0],[600.0],[440.10026046955505]
2304,[9.725150276251048],[2.0],[0.0],[0.0],[600.0],[439.9483031899363]
2305,[9.721793704425416],[2.0],[0.0],[0.0],[600.0],[439.79645791893535]
2306,[9.718439611435862],[2.0],[0.0],[0.0],[600.0],[439.6447247860193]
2307,[9.715088000157124],[2.0],[0.0],[0.0],[600.0],[439.49310392123596]
2308,[9.711738873476808],[2.0],[0.0],[0.0],[600.0],[439.3415954552155]
2309,[9.708392234295415],[2.0],[0.0],[0.0],[600.0],[439.1901995191715]
2310,[9.705048085526377],[2.0],[0.0],[0.0],[600.0],[439.038916244902]
2311,[9.701706430096067],[2.0],[0.0],[0.0],[600.0],[438.88774576479125]
2312,[9.698367270943846],[2.0],[0.0],[0.0],[600.0],[438.7366882118105]
2313,[9.695030611022082],[2.0],[0.0],[0.0],[600.0],[438.58574371951954]
2314,[9.691696453296172],[2.0],[0.0],[0.0],[600.0],[438.43491242206767]
2315,[9.688364800744589],[2.0],[0.0],[0.0],[600.0],[438.2841944541955]
2316,[9.685035656358876],[2.0],[0.0],[0.0],[600.0],[438.1335899512352]
2317,[9.681709023143709],[2.0],[0.0],[0.0],[600.0],[437.9830990491129]
2318,[9.678384904116905],[2.0],[0.0],[0.0],[600.0],[437.83272188434916]
2319,[9.675063302309447],[2.0],[0.0],[0.0],[600.0],[437.6824585940602]
2320,[9.671744220765522],[2.0],[0.0],[0.0],[600.0],[437.53230931595965]
2321,[9.66842766254254],[2.0],[0.0],[0.0],[600.0],[437.38227418835913]
2322,[9.66511363071116],[2.0],[0.0],[0.0],[600.0],[437.23235335016983]
2323,[9.661802128355328],[2.0],[0.0],[0.0],[600.0],[437.08254694090374]
2324,[9.658493158572282],[2.0],[0.0],[0.0],[600.0],[436.93285510067454]
2325,[9.655186724472609],[2.0],[0.0],[0.0],[600.0],[436.7832779701994]
2326,[9.651882829180234],[2.0],[0.0],[0.0],[600.0],[436.6338156907993]
2327,[9.648581475832483],[2.0],[0.0],[0.0],[600.0],[436.484468404401]
2328,[9.645282667580082],[2.0],[0.0],[0.0],[600.0],[436.3352362535378]
2329,[9.641986407587195],[2.0],[0.0],[0.0],[600.0],[436.1861193813508]
2330,[9.638692699031452],[2.0],[0.0],[0.0],[600.0],[436.03711793159016]
2331,[9.635401545103964],[2.0],[0.0],[0.0],[600.0],[435.88823204861603]
2332,[9.63211294900936],[2.0],[0.0],[0.0],[600.0],[435.73946187740023]
2333,[9.628826913965806],[2.0],[0.0],[0.0],[600.0],[435.59080756352654]
2334,[9.62554344320503],[2.0],[0.0],[0.0],[600.0],[435.4422692531927]
2335,[9.62226253997235],[2.0],[0.0],[0.0],[600.0],[435.293847093211]
2336,[9.618984207526701],[2.0],[0.0],[0.0],[600.0],[435.14554123100976]
2337,[9.61570844914065],[2.0],[0.0],[0.0],[600.0],[434.9973518146341]
2338,[9.612435268100436],[2.0],[0.0],[0.0],[600.0],[434.84927899274743]
2339,[9.609164667705974],[2.0],[0.0],[0.0],[600.0],[434.7013229146322]
2340,[9.605896651270905],[2.0],[0.0],[0.0],[600.0],[434.55348373019143]
2341,[9.602631222122598],[2.0],[0.0],[0.0],[600.0],[434.4057615899492]
2342,[9.599368383602181],[2.0],[0.0],[0.0],[600.0],[434.2581566450523]
2343,[9.596108139064572],[2.0],[0.0],[0.0],[600.0],[434.11066904727113]
2344,[9.592850491878497],[2.0],[0.0],[0.0],[600.0],[433.9632989490008]
2345,[9.589595445426507],[2.0],[0.0],[0.0],[600.0],[433.81604650326176]
2346,[9.586343003105014],[2.0],[0.0],[0.0],[600.0],[433.6689118637017]
2347,[9.583093168324309],[2.0],[0.0],[0.0],[600.0],[433.52189518459585]
2348,[9.579845944508575],[2.0],[0.0],[0.0],[600.0],[433.37499662084844]
2349,[9.576601335095933],[2.0],[0.0],[0.0],[600.0],[433.2282163279935]
2350,[9.57335934353844],[2.0],[0.0],[0.0],[600.0],[433.08155446219604]
2351,[9.570119973302125],[2.0],[0.0],[0.0],[600.0],[432.9350111802531]
2352,[9.566883227867013],[2.0],[0.0],[0.0],[600.0],[432.7885866395945]
2353,[9.563649110727134],[2.0],[0.0],[0.0],[600.0],[432.64228099828404]
2354,[9.560417625390555],[2.0],[0.0],[0.0],[600.0],[432.4960944150204]
2355,[9.557188775379407],[2.0],[0.0],[0.0],[600.0],[432.35002704913836]
2356,[9.553962564229895],[2.0],[0.0],[0.0],[600.0],[432.20407906060944]
2357,[9.550738995492322],[2.0],[0.0],[0.0],[600.0],[432.05825061004293]
2358,[9.547518072731108],[2.0],[0.0],[0.0],[600.0],[431.912541858687]
2359,[9.544299799524824],[2.0],[0.0],[0.0],[600.0],[431.7669529684295]
2360,[9.541084179466193],[2.0],[0.0],[0.0],[600.0],[431.62148410179896]
2361,[9.537871216162126],[2.0],[0.0],[0.0],[600.0],[431.47613542196547]
2362,[9.534660913233735],[2.0],[0.0],[0.0],[600.0],[431.33090709274154]
2363,[9.531453274316354],[2.0],[0.0],[0.0],[600.0],[431.1857992785832]
2364,[9.528248303059558],[2.0],[0.0],[0.0],[600.0],[431.04081214459075]
2365,[9.52504600312718],[2.0],[0.0],[0.0],[600.0],[430.8959458565093]
2366,[9.521846378197338],[2.0],[0.0],[0.0],[600.0],[430.7512005807303]
2367,[9.518649431962448],[2.0],[0.0],[0.0],[600.0],[430.606576484292]
2368,[9.51545516812924],[2.0],[0.0],[0.0],[600.0],[430.4620737348803]
2369,[9.512263590418783],[2.0],[0.0],[0.0],[600.0],[430.3176925008294]
2370,[9.509074702566497],[2.0],[0.0],[0.0],[600.0],[430.17343295112335]
2371,[9.505888508322178],[2.0],[0.0],[0.0],[600.0],[430.0292952553959]
2372,[9.502705011450008],[2.0],[0.0],[0.0],[600.0],[429.885279583932]
2373,[9.499524215728574],[2.0],[0.0],[0.0],[600.0],[429.74138610766806]
2374,[9.496346124950891],[2.0],[0.0],[0.0],[600.0],[429.59761499819336]
2375,[9.493170742924411],[2.0],[0.0],[0.0],[600.0],[429.45396642775006]
2376,[9.489998073471044],[2.0],[0.0],[0.0],[600.0],[429.3104405692346]
2377,[9.486828120427171],[2.0],[0.0],[0.0],[600.0],[429.16703759619776]
2378,[9.483660887643662],[2.0],[0.0],[0.0],[600.0],[429.0237576828462]
2379,[9.480496378985892],[2.0],[0.0],[0.0],[600.0],[428.8806010040424]
2380,[9.477334598333753],[2.0],[0.0],[0.0],[600.0],[428.7375677353058]
2381,[9.474175549581672],[2.0],[0.0],[0.0],[600.0],[428.59465805281314]
2382,[9.471019236638627],[2.0],[0.0],[0.0],[600.0],[428.4518721333996]
2383,[9.467865663428153],[2.0],[0.0],[0.0],[600.0],[428.3092101545589]
2384,[9.464714833888369],[2.0],[0.0],[0.0],[600.0],[428.16667229444437]
2385,[9.461566751971976],[2.0],[0.0],[0.0],[600.0],[428.02425873186917]
2386,[9.458421421646284],[2.0],[0.0],[0.0],[600.0],[427.88196964630725]
2387,[9.45527884689322],[2.0],[0.0],[0.0],[600.0],[427.73980521789383]
2388,[9.452139031709335],[2.0],[0.0],[0.0],[600.0],[427.59776562742564]
2389,[9.449001980105827],[2.0],[0.0],[0.0],[600.0],[427.4558510563621]
2390,[9.445867696108541],[2.0],[0.0],[0.0],[600.0],[427.31406168682526]
2391,[9.442736183757992],[2.0],[0.0],[0.0],[600.0],[427.1723977016006]
2392,[9.439607447109367],[2.0],[0.0],[0.0],[600.0],[427.0308592841376]
2393,[9.436481490232541],[2.0],[0.0],[0.0],[600.0],[426.8894466185499]
2394,[9.433358317212084],[2.0],[0.0],[0.0],[600.0],[426.74815988961643]
2395,[9.430237932147277],[2.0],[0.0],[0.0],[600.0],[426.60699928278103]
2396,[9.42712033915211],[2.0],[0.0],[0.0],[600.0],[426.4659649841533]
2397,[9.424005542355307],[2.0],[0.0],[0.0],[600.0],[426.32505718050913]
2398,[9.420893545900316],[2.0],[0.0],[0.0],[600.0],[426.18427605929105]
2399,[9.417784353945342],[2.0],[0.0],[0.0],[600.0],[426.04362180860824]
2400,[9.414677970663329],[2.0],[0.0],[0.0],[600.0],[425.90309461723757]
2401,[9.41157440024198],[2.0],[0.0],[0.0],[600.0],[425.7626946746231]
2402,[9.408473646883772],[2.0],[0.0],[0.0],[600.0],[425.62242217087726]
2403,[9.405375714805945],[2.0],[0.0],[0.0],[600.0],[425.4822772967805]
2404,[9.402280608240526],[2.0],[0.0],[0.0],[600.0],[425.342260243782]
2405,[9.399188331434317],[2.0],[0.0],[0.0],[600.0],[425.2023712039996]
2406,[9.396098888648922],[2.0],[0.0],[0.0],[600.0],[425.06261037022034]
2407,[9.393012284160728],[2.0],[0.0],[0.0],[600.0],[424.92297793590046]
2408,[9.38992852226093],[2.0],[0.0],[0.0],[600.0],[424.78347409516596]
2409,[9.386847607255525],[2.0],[0.0],[0.0],[600.0],[424.6440990428121]
2410,[9.383769543465315],[2.0],[0.0],[0.0],[600.0],[424.5048529743045]
2411,[9.38069433522591],[2.0],[0.0],[0.0],[600.0],[424.36573608577834]
2412,[9.377621986887743],[2.0],[0.0],[0.0],[600.0],[424.2267485740393]
2413,[9.374552502816055],[2.0],[0.0],[0.0],[600.0],[424.0878906365629]
2414,[9.371485887390907],[2.0],[0.0],[0.0],[600.0],[423.9491624714954]
2415,[9.368422145007177],[2.0],[0.0],[0.0],[600.0],[423.8105642776531]
2416,[9.365361280074561],[2.0],[0.0],[0.0],[600.0],[423.6720962545228]
2417,[9.36230329701758],[2.0],[0.0],[0.0],[600.0],[423.5337586022617]
2418,[9.359248200275564],[2.0],[0.0],[0.0],[600.0],[423.39555152169737]
2419,[9.356195994302675],[2.0],[0.0],[0.0],[600.0],[423.25747521432777]
2420,[9.35314668356788],[2.0],[0.0],[0.0],[600.0],[423.11952988232116]
2421,[9.35010027255497],[2.0],[0.0],[0.0],[600.0],[422.981715728516]
2422,[9.347056765762542],[2.0],[0.0],[0.0],[600.0],[422.84403295642096]
2423,[9.34401616770401],[2.0],[0.0],[0.0],[600.0],[422.70648177021457]
2424,[9.340978482907587],[2.0],[0.0],[0.0],[600.0],[422.56906237474516]
2425,[9.3379437159163],[2.0],[0.0],[0.0],[600.0],[422.43177497553086]
2426,[9.334911871287956],[2.0],[0.0],[0.0],[600.0],[422.294619778759]
2427,[9.331882953595173],[2.0],[0.0],[0.0],[600.0],[422.1575969912864]
2428,[9.328856967425347],[2.0],[0.0],[0.0],[600.0],[422.0207068206386]
2429,[9.325833917380653],[2.0],[0.0],[0.0],[600.0],[421.88394947500984]
2430,[9.322813808078047],[2.0],[0.0],[0.0],[600.0],[421.7473251632628]
2431,[9.31979664414925],[2.0],[0.0],[0.0],[600.0],[421.6108340949281]
2432,[9.316782430240737],[2.0],[0.0],[0.0],[600.0],[421.47447648020415]
2433,[9.313771171013732],[2.0],[0.0],[0.0],[600.0],[421.33825252995626]
2434,[9.31076287114421],[2.0],[0.0],[0.0],[600.0],[421.2021624557169]
2435,[9.307757535322862],[2.0],[0.0],[0.0],[600.0],[421.06620646968497]
2436,[9.304755168255113],[2.0],[0.0],[0.0],[600.0],[420.93038478472494]
2437,[9.301755774661087],[2.0],[0.0],[0.0],[600.0],[420.7946976143669]
2438,[9.298759359275605],[2.0],[0.0],[0.0],[600.0],[420.65914517280584]
2439,[9.295765926848185],[2.0],[0.0],[0.0],[600.0],[420.523727674901]
2440,[9.292775482143],[2.0],[0.0],[0.0],[600.0],[420.38844533617544]
2441,[9.289788029938892],[2.0],[0.0],[0.0],[600.0],[420.2532983728151]
2442,[9.286803575029342],[2.0],[0.0],[0.0],[600.0],[420.1182870016685]
2443,[9.283822122222455],[2.0],[0.0],[0.0],[600.0],[419.98341144024573]
2444,[9.280843676340961],[2.0],[0.0],[0.0],[600.0],[419.8486719067182]
2445,[9.277868242222173],[2.0],[0.0],[0.0],[600.0],[419.7140686199175]
2446,[9.274895824717987],[2.0],[0.0],[0.0],[600.0],[419.5796017993346]
2447,[9.271926428694863],[2.0],[0.0],[0.0],[600.0],[419.4452716651194]
2448,[9.2689600590338],[2.0],[0.0],[0.0],[600.0],[419.3110784380794]
2449,[9.265996720630321],[2.0],[0.0],[0.0],[600.0],[419.1770223396793]
2450,[9.263036418394448],[2.0],[0.0],[0.0],[600.0],[419.0431035920398]
2451,[9.260079157250688],[2.0],[0.0],[0.0],[600.0],[418.90932241793666]
2452,[9.257124942138011],[2.0],[0.0],[0.0],[600.0],[418.7756790407999]
2453,[9.254173778009823],[2.0],[0.0],[0.0],[600.0],[418.6421736847128]
2454,[9.251225669833941],[2.0],[0.0],[0.0],[600.0],[418.50880657441047]
2455,[9.248280622592578],[2.0],[0.0],[0.0],[600.0],[418.37557793527924]
2456,[9.245338641282315],[2.0],[0.0],[0.0],[600.0],[418.2424879933554]
2457,[9.242399730914068],[2.0],[0.0],[0.0],[600.0],[418.1095369753238]
2458,[9.239463896513074],[2.0],[0.0],[0.0],[600.0],[417.9767251085172]
2459,[9.236531143118855],[2.0],[0.0],[0.0],[600.0],[417.84405262091434]
2460,[9.233601475785195],[2.0],[0.0],[0.0],[600.0],[417.7115197411395]
2461,[9.230674899580107],[2.0],[0.0],[0.0],[600.0],[417.57912669846047]
2462,[9.227751419585811],[2.0],[0.0],[0.0],[600.0],[417.44687372278753]
2463,[9.224831040898696],[2.0],[0.0],[0.0],[600.0],[417.3147610446723]
2464,[9.221913768629289],[2.0],[0.0],[0.0],[600.0],[417.1827888953059]
2465,[9.218999607902237],[2.0],[0.0],[0.0],[600.0],[417.05095750651793]
2466,[9.21608856385625],[2.0],[0.0],[0.0],[600.0],[416.91926711077457]
2467,[9.213180641644088],[2.0],[0.0],[0.0],[600.0],[416.78771794117745]
2468,[9.210275846432522],[2.0],[0.0],[0.0],[600.0],[416.65631023146176]
2469,[9.207374183402289],[2.0],[0.0],[0.0],[600.0],[416.5250442159949]
2470,[9.204475657748068],[2.0],[0.0],[0.0],[600.0],[416.39392012977476]
2471,[9.201580274678435],[2.0],[0.0],[0.0],[600.0],[416.2629382084279]
2472,[9.198688039415828],[2.0],[0.0],[0.0],[600.0],[416.1320986882081]
2473,[9.195798957196505],[2.0],[0.0],[0.0],[600.0],[416.0014018059943]
2474,[9.192913033270514],[2.0],[0.0],[0.0],[600.0],[415.87084779928904]
2475,[9.190030272901637],[2.0],[0.0],[0.0],[600.0],[415.7404369062165]
2476,[9.18715068136736],[2.0],[0.0],[0.0],[600.0],[415.61016936552056]
2477,[9.184274263958825],[2.0],[0.0],[0.0],[600.0],[415.4800454165631]
2478,[9.181401025980788],[2.0],[0.0],[0.0],[600.0],[415.35006529932156]
2479,[9.178530972751576],[2.0],[0.0],[0.0],[600.0],[415.2202292543876]
2480,[9.175664109603037],[2.0],[0.0],[0.0],[600.0],[415.09053752296444]
2481,[9.172800441880495],[2.0],[0.0],[0.0],[600.0],[414.96099034686495]
2482,[9.169939974942709],[2.0],[0.0],[0.0],[600.0],[414.83158796850955]
2483,[9.167082714161811],[2.0],[0.0],[0.0],[600.0],[414.70233063092405]
2484,[9.164228664923273],[2.0],[0.0],[0.0],[600.0],[414.57321857773746]
2485,[9.161377832625842],[2.0],[0.0],[0.0],[600.0],[414.4442520531793]
2486,[9.158530222681494],[2.0],[0.0],[0.0],[600.0],[414.3154313020777]
2487,[9.155685840515387],[2.0],[0.0],[0.0],[600.0],[414.186756569857]
2488,[9.152844691565795],[2.0],[0.0],[0.0],[600.0],[414.05822810253494]
2489,[9.150006781284066],[2.0],[0.0],[0.0],[600.0],[413.9298461467208]
2490,[9.147172115134557],[2.0],[0.0],[0.0],[600.0],[413.80161094961215]
2491,[9.144340698594585],[2.0],[0.0],[0.0],[600.0],[413.67352275899293]
2492,[9.141512537154359],[2.0],[0.0],[0.0],[600.0],[413.5455818232304]
2493,[9.13868763631693],[2.0],[0.0],[0.0],[600.0],[413.4177883912727]
2494,[9.13586600159813],[2.0],[0.0],[0.0],[600.0],[413.2901427126461]
2495,[9.133047638526508],[2.0],[0.0],[0.0],[600.0],[413.1626450374522]
2496,[9.130232552643262],[2.0],[0.0],[0.0],[600.0],[413.03529561636486]
2497,[9.127420749502189],[2.0],[0.0],[0.0],[600.0],[412.9080947006279]
2498,[9.124612234669613],[2.0],[0.0],[0.0],[600.0],[412.78104254205164]
2499,[9.121807013724316],[2.0],[0.0],[0.0],[600.0],[412.6541393930104]
2500,[9.11900509225748],[2.0],[0.0],[0.0],[600.0],[412.5273855064389]
2501,[9.116206475872609],[2.0],[0.0],[0.0],[600.0],[412.4007811358298]
2502,[9.113411170185469],[2.0],[0.0],[0.0],[600.0],[412.27432653523016]
2503,[9.11061918082401],[2.0],[0.0],[0.0],[600.0],[412.1480219592384]
2504,[9.1078305134283],[2.0],[0.0],[0.0],[600.0],[412.0218676630011]
2505,[9.105045173650456],[2.0],[0.0],[0.0],[600.0],[411.89586390220956]
2506,[9.102263167154556],[2.0],[0.0],[0.0],[600.0],[411.77001093309667]
2507,[9.099484499616574],[2.0],[0.0],[0.0],[600.0],[411.6443090124334]
2508,[9.096709176724307],[2.0],[0.0],[0.0],[600.0],[411.5187583975253]
2509,[9.093937204177289],[2.0],[0.0],[0.0],[600.0],[411.3933593462091]
2510,[9.091168587686719],[2.0],[0.0],[0.0],[600.0],[411.26811211684907]
2511,[9.088403332975373],[2.0],[0.0],[0.0],[600.0],[411.1430169683335]
2512,[9.085641445777537],[2.0],[0.0],[0.0],[600.0],[411.01807416007085]
2513,[9.082882931838904],[2.0],[0.0],[0.0],[600.0],[410.8932839519863]
2514,[9.080127796916509],[2.0],[0.0],[0.0],[600.0],[410.7686466045175]
2515,[9.077376046778634],[2.0],[0.0],[0.0],[600.0],[410.64416237861127]
2516,[9.074627687204723],[2.0],[0.0],[0.0],[600.0],[410.51983153571933]
2517,[9.071882723985302],[2.0],[0.0],[0.0],[600.0],[410.39565433779444]
2518,[9.069141162921875],[2.0],[0.0],[0.0],[600.0],[410.2716310472863]
2519,[9.066403009826844],[2.0],[0.0],[0.0],[600.0],[410.14776192713765]
2520,[9.063668270523422],[2.0],[0.0],[0.0],[600.0],[410.02404724077996]
2521,[9.060936950845525],[2.0],[0.0],[0.0],[600.0],[409.90048725212927]
2522,[9.058209056637693],[2.0],[0.0],[0.0],[600.0],[409.777082225582]
2523,[9.055484593754986],[2.0],[0.0],[0.0],[600.0],[409.6538324260104]
2524,[9.052763568062884],[2.0],[0.0],[0.0],[600.0],[409.5307381187585]
2525,[9.050045985437203],[2.0],[0.0],[0.0],[600.0],[409.40779956963735]
2526,[9.047331851763975],[2.0],[0.0],[0.0],[600.0],[409.28501704492066]
2527,[9.044621172939365],[2.0],[0.0],[0.0],[600.0],[409.1623908113403]
2528,[9.04191395486956],[2.0],[0.0],[0.0],[600.0],[409.0399211360815]
2529,[9.039210203470665],[2.0],[0.0],[0.0],[600.0],[408.91760828677815]
2530,[9.036509924668598],[2.0],[0.0],[0.0],[600.0],[408.79545253150815]
2531,[9.033813124398984],[2.0],[0.0],[0.0],[600.0],[408.67345413878866]
2532,[9.03111980860705],[2.0],[0.0],[0.0],[600.0],[408.5516133775708]
2533,[9.028429983247507],[2.0],[0.0],[0.0],[600.0],[408.42993051723516]
2534,[9.02574365428445],[2.0],[0.0],[0.0],[600.0],[408.30840582758657]
2535,[9.023060827691234],[2.0],[0.0],[0.0],[600.0],[408.187039578849]
2536,[9.02038150945037],[2.0],[0.0],[0.0],[600.0],[408.06583204166037]
2537,[9.017705705553404],[2.0],[0.0],[0.0],[600.0],[407.94478348706735]
2538,[9.015033422000796],[2.0],[0.0],[0.0],[600.0],[407.82389418652025]
2539,[9.012364664801817],[2.0],[0.0],[0.0],[600.0],[407.7031644118673]
2540,[9.009699439974407],[2.0],[0.0],[0.0],[600.0],[407.5825944353497]
2541,[9.007037753545076],[2.0],[0.0],[0.0],[600.0],[407.46218452959556]
2542,[9.00437961154876],[2.0],[0.0],[0.0],[600.0],[407.3419349676148]
2543,[9.001725020028719],[2.0],[0.0],[0.0],[600.0],[407.2218460227933]
2544,[8.999073985036384],[2.0],[0.0],[0.0],[600.0],[407.10191796888734]
2545,[8.996426512631258],[2.0],[0.0],[0.0],[600.0],[406.9821510800175]
2546,[8.993782608880762],[2.0],[0.0],[0.0],[600.0],[406.86254563066336]
2547,[8.991142279860126],[2.0],[0.0],[0.0],[600.0],[406.7431018956571]
2548,[8.988505531652235],[2.0],[0.0],[0.0],[600.0],[406.6238201501778]
2549,[8.985872370347517],[2.0],[0.0],[0.0],[600.0],[406.5047006697451]
2550,[8.983242802043787],[2.0],[0.0],[0.0],[600.0],[406.38574373021345]
2551,[8.980616832846124],[2.0],[0.0],[0.0],[600.0],[406.26694960776564]
2552,[8.977994468866733],[2.0],[0.0],[0.0],[600.0],[406.14831857890664]
2553,[8.975375716224791],[2.0],[0.0],[0.0],[600.0],[406.0298509204572]
2554,[8.972760581046323],[2.0],[0.0],[0.0],[600.0],[405.91154690954755]
2555,[8.970149069464043],[2.0],[0.0],[0.0],[600.0],[405.7934068236107]
2556,[8.96754118761722],[2.0],[0.0],[0.0],[600.0],[405.67543094037615]
2557,[8.964936941651526],[2.0],[0.0],[0.0],[600.0],[405.55761953786305]
2558,[8.96233633771889],[2.0],[0.0],[0.0],[600.0],[405.43997289437345]
2559,[8.959739381977343],[2.0],[0.0],[0.0],[600.0],[405.3224912884858]
2560,[8.957146080590874],[2.0],[0.0],[0.0],[600.0],[405.2051749990478]
2561,[8.954556439729274],[2.0],[0.0],[0.0],[600.0],[405.0880243051696]
2562,[8.951970465567976],[2.0],[0.0],[0.0],[600.0],[404.97103948621674]
2563,[8.949388164287901],[2.0],[0.0],[0.0],[600.0],[404.85422082180315]
2564,[8.946809542075309],[2.0],[0.0],[0.0],[600.0],[404.7375685917838]
2565,[8.944234605121625],[2.0],[0.0],[0.0],[600.0],[404.62108307624777]
2566,[8.941663359623284],[2.0],[0.0],[0.0],[600.0],[404.50476455551063]
2567,[8.939095811781568],[2.0],[0.0],[0.0],[600.0],[404.3886133101072]
2568,[8.93653196780244],[2.0],[0.0],[0.0],[600.0],[404.272629620784]
2569,[8.933971833896374],[2.0],[0.0],[0.0],[600.0],[404.15681376849193]
2570,[8.931415416278194],[2.0],[0.0],[0.0],[600.0],[404.0411660343783]
2571,[8.928862721166897],[2.0],[0.0],[0.0],[600.0],[403.92568669977936]
2572,[8.926313754785484],[2.0],[0.0],[0.0],[600.0],[403.81037604621247]
2573,[8.923768523360783],[2.0],[0.0],[0.0],[600.0],[403.6952343553682]
2574,[8.921227033123282],[2.0],[0.0],[0.0],[600.0],[403.5802619091024]
2575,[8.918689290306936],[2.0],[0.0],[0.0],[600.0],[403.4654589894282]
2576,[8.916155301149008],[2.0],[0.0],[0.0],[600.0],[403.3508258785081]
2577,[8.91362507188987],[2.0],[0.0],[0.0],[600.0],[403.2363628586453]
2578,[8.911098608772836],[2.0],[0.0],[0.0],[600.0],[403.12207021227607]
2579,[8.908575918043963],[2.0],[0.0],[0.0],[600.0],[403.0079482219608]
2580,[8.906057005951876],[2.0],[0.0],[0.0],[600.0],[402.89399717037617]
2581,[8.903541878747578],[2.0],[0.0],[0.0],[600.0],[402.78021734030614]
2582,[8.901030542684257],[2.0],[0.0],[0.0],[600.0],[402.66660901463365]
2583,[8.898523004017095],[2.0],[0.0],[0.0],[600.0],[402.553172476332]
2584,[8.896019269003077],[2.0],[0.0],[0.0],[600.0],[402.4399080084559]
2585,[8.893519343900795],[2.0],[0.0],[0.0],[600.0],[402.32681589413284]
2586,[8.891023234970255],[2.0],[0.0],[0.0],[600.0],[402.2138964165542]
2587,[8.88853094847267],[2.0],[0.0],[0.0],[600.0],[402.1011498589659]
2588,[8.886042490670267],[2.0],[0.0],[0.0],[600.0],[401.98857650466]
2589,[8.883557867826081],[2.0],[0.0],[0.0],[600.0],[401.8761766369648]
2590,[8.881077086203755],[2.0],[0.0],[0.0],[600.0],[401.7639505392362]
2591,[8.878600152067325],[2.0],[0.0],[0.0],[600.0],[401.6518984948481]
2592,[8.876127071681028],[2.0],[0.0],[0.0],[600.0],[401.5400207871832]
2593,[8.873657851309074],[2.0],[0.0],[0.0],[600.0],[401.4283176996232]
2594,[8.871192497215455],[2.0],[0.0],[0.0],[600.0],[401.3167895155396]
2595,[8.868731015663709],[2.0],[0.0],[0.0],[600.0],[401.2054365182837]
2596,[8.866273412916724],[2.0],[0.0],[0.0],[600.0],[401.0942589911774]
2597,[8.863819695236513],[2.0],[0.0],[0.0],[600.0],[400.98325721750274]
2598,[8.861369868883994],[2.0],[0.0],[0.0],[600.0],[400.8724314804926]
2599,[8.858923940118776],[2.0],[0.0],[0.0],[600.0],[400.76178206332025]
2600,[8.856481915198934],[2.0],[0.0],[0.0],[600.0],[400.65130924908965]
2601,[8.854043800380774],[2.0],[0.0],[0.0],[600.0],[400.54101332082513]
