,speed,gear,brake,throttle,revs,transmission_speed
6470,[7.747018897150934],[2.0],[0.0],[0.0],[600.0],[350.46119820945194]
6471,[7.747017656295534],[2.0],[0.0],[0.0],[600.0],[350.46114207538596]
6472,[7.747016417887801],[2.0],[0.0],[0.0],[600.0],[350.46108605204796]
6473,[7.747015181922906],[2.0],[0.0],[0.0],[600.0],[350.4610301392196]
6474,[7.747013948396033],[2.0],[0.0],[0.0],[600.0],[350.4609743366829]
6475,[7.747012717302373],[2.0],[0.0],[0.0],[600.0],[350.46091864422044]
6476,[7.747011488637127],[2.0],[0.0],[0.0],[600.0],[350.4608630616151]
6477,[7.747010262395508],[2.0],[0.0],[0.0],[600.0],[350.46080758865025]
6478,[7.747009038572736],[2.0],[0.0],[0.0],[600.0],[350.4607522251097]
6479,[7.747007817164041],[2.0],[0.0],[0.0],[600.0],[350.46069697077763]
6480,[7.747006598164664],[2.0],[0.0],[0.0],[600.0],[350.4606418254387]
6481,[7.747005381569852],[2.0],[0.0],[0.0],[600.0],[350.460586788878]
6482,[7.747004167374863],[2.0],[0.0],[0.0],[600.0],[350.460531860881]
6483,[7.747002955574964],[2.0],[0.0],[0.0],[600.0],[350.4604770412336]
6484,[7.747001746165435],[2.0],[0.0],[0.0],[600.0],[350.46042232972223]
6485,[7.747000539141561],[2.0],[0.0],[0.0],[600.0],[350.46036772613354]
6486,[7.746999334498634],[2.0],[0.0],[0.0],[600.0],[350.46031323025466]
6487,[7.746998132231963],[2.0],[0.0],[0.0],[600.0],[350.4602588418733]
6488,[7.746996932336861],[2.0],[0.0],[0.0],[600.0],[350.46020456077747]
6489,[7.74699573480865],[2.0],[0.0],[0.0],[600.0],[350.4601503867556]
6490,[7.746994539642665],[2.0],[0.0],[0.0],[600.0],[350.4600963195964]
6491,[7.746993346834245],[2.0],[0.0],[0.0],[600.0],[350.46004235908936]
6492,[7.746992156378741],[2.0],[0.0],[0.0],[600.0],[350.45998850502394]
6493,[7.746990968271513],[2.0],[0.0],[0.0],[600.0],[350.4599347571904]
6494,[7.746989782507933],[2.0],[0.0],[0.0],[600.0],[350.4598811153792]
6495,[7.746988599083378],[2.0],[0.0],[0.0],[600.0],[350.4598275793812]
6496,[7.746987417993233],[2.0],[0.0],[0.0],[600.0],[350.45977414898783]
6497,[7.746986239232896],[2.0],[0.0],[0.0],[600.0],[350.4597208239907]
6498,[7.746985062797774],[2.0],[0.0],[0.0],[600.0],[350.4596676041822]
6499,[7.746983888683279],[2.0],[0.0],[0.0],[600.0],[350.45961448935464]
6500,[7.746982716884837],[2.0],[0.0],[0.0],[600.0],[350.4595614793011]
6501,[7.746981547397877],[2.0],[0.0],[0.0],[600.0],[350.459508573815]
6502,[7.746980380217845],[2.0],[0.0],[0.0],[600.0],[350.4594557726901]
6503,[7.74697921534019],[2.0],[0.0],[0.0],[600.0],[350.4594030757205]
6504,[7.7469780527603715],[2.0],[0.0],[0.0],[600.0],[350.459350482701]
6505,[7.7469768924738585],[2.0],[0.0],[0.0],[600.0],[350.45929799342645]
6506,[7.746975734476128],[2.0],[0.0],[0.0],[600.0],[350.4592456076923]
6507,[7.746974578762666],[2.0],[0.0],[0.0],[600.0],[350.4591933252944]
6508,[7.746973425328968],[2.0],[0.0],[0.0],[600.0],[350.4591411460289]
6509,[7.746972274170539],[2.0],[0.0],[0.0],[600.0],[350.4590890696925]
6510,[7.746971125282891],[2.0],[0.0],[0.0],[600.0],[350.4590370960821]
6511,[7.746969978661547],[2.0],[0.0],[0.0],[600.0],[350.4589852249953]
6512,[7.746968834302037],[2.0],[0.0],[0.0],[600.0],[350.4589334562297]
6513,[7.746967692199902],[2.0],[0.0],[0.0],[600.0],[350.4588817895837]
6514,[7.746966552350687],[2.0],[0.0],[0.0],[600.0],[350.45883022485583]
6515,[7.746965414749953],[2.0],[0.0],[0.0],[600.0],[350.4587787618451]
6516,[7.746964279393262],[2.0],[0.0],[0.0],[600.0],[350.4587274003509]
6517,[7.746963146276191],[2.0],[0.0],[0.0],[600.0],[350.45867614017305]
6518,[7.746962015394322],[2.0],[0.0],[0.0],[600.0],[350.45862498111177]
6519,[7.746960886743249],[2.0],[0.0],[0.0],[600.0],[350.4585739229676]
6520,[7.746959760318571],[2.0],[0.0],[0.0],[600.0],[350.4585229655416]
6521,[7.746958636115899],[2.0],[0.0],[0.0],[600.0],[350.4584721086351]
6522,[7.746957514130849],[2.0],[0.0],[0.0],[600.0],[350.45842135204987]
6523,[7.7469563943590485],[2.0],[0.0],[0.0],[600.0],[350.4583706955881]
6524,[7.746955276796133],[2.0],[0.0],[0.0],[600.0],[350.45832013905226]
6525,[7.746954161437746],[2.0],[0.0],[0.0],[600.0],[350.4582696822453]
6526,[7.746953048279541],[2.0],[0.0],[0.0],[600.0],[350.4582193249707]
6527,[7.746951937317178],[2.0],[0.0],[0.0],[600.0],[350.458169067032]
6528,[7.746950828546327],[2.0],[0.0],[0.0],[600.0],[350.4581189082333]
6529,[7.746949721962666],[2.0],[0.0],[0.0],[600.0],[350.45806884837924]
6530,[7.746948617561881],[2.0],[0.0],[0.0],[600.0],[350.45801888727453]
6531,[7.746947515339669],[2.0],[0.0],[0.0],[600.0],[350.4579690247245]
6532,[7.746946415291733],[2.0],[0.0],[0.0],[600.0],[350.4579192605348]
6533,[7.746945317413783],[2.0],[0.0],[0.0],[600.0],[350.4578695945114]
6534,[7.74694422170154],[2.0],[0.0],[0.0],[600.0],[350.45782002646075]
6535,[7.746943128150737],[2.0],[0.0],[0.0],[600.0],[350.4577705561896]
6536,[7.7469420367571065],[2.0],[0.0],[0.0],[600.0],[350.4577211835052]
6537,[7.746940947516397],[2.0],[0.0],[0.0],[600.0],[350.45767190821505]
6538,[7.746939860424362],[2.0],[0.0],[0.0],[600.0],[350.457622730127]
6539,[7.746938775476764],[2.0],[0.0],[0.0],[600.0],[350.4575736490495]
6540,[7.746937692669374],[2.0],[0.0],[0.0],[600.0],[350.4575246647911]
6541,[7.746936611997972],[2.0],[0.0],[0.0],[600.0],[350.45747577716094]
6542,[7.746935533458344],[2.0],[0.0],[0.0],[600.0],[350.4574269859684]
6543,[7.7469344570462875],[2.0],[0.0],[0.0],[600.0],[350.4573782910234]
6544,[7.7469333827576055],[2.0],[0.0],[0.0],[600.0],[350.45732969213606]
6545,[7.74693231058811],[2.0],[0.0],[0.0],[600.0],[350.45728118911694]
6546,[7.746931240533623],[2.0],[0.0],[0.0],[600.0],[350.45723278177695]
6547,[7.746930172589972],[2.0],[0.0],[0.0],[600.0],[350.4571844699274]
6548,[7.7469291067529955],[2.0],[0.0],[0.0],[600.0],[350.45713625338004]
6549,[7.746928043018539],[2.0],[0.0],[0.0],[600.0],[350.4570881319468]
6550,[7.7469269813824555],[2.0],[0.0],[0.0],[600.0],[350.4570401054402]
6551,[7.746925921840607],[2.0],[0.0],[0.0],[600.0],[350.45699217367303]
6552,[7.746924864388861],[2.0],[0.0],[0.0],[600.0],[350.45694433645843]
6553,[7.746923809023099],[2.0],[0.0],[0.0],[600.0],[350.45689659360994]
6554,[7.746922755739205],[2.0],[0.0],[0.0],[600.0],[350.45684894494144]
6555,[7.746921704533074],[2.0],[0.0],[0.0],[600.0],[350.4568013902672]
6556,[7.74692065540061],[2.0],[0.0],[0.0],[600.0],[350.4567539294018]
6557,[7.74691960833772],[2.0],[0.0],[0.0],[600.0],[350.4567065621603]
6558,[7.746918563340325],[2.0],[0.0],[0.0],[600.0],[350.4566592883581]
6559,[7.74691752040435],[2.0],[0.0],[0.0],[600.0],[350.45661210781077]
6560,[7.746916479525731],[2.0],[0.0],[0.0],[600.0],[350.45656502033455]
6561,[7.746915440700408],[2.0],[0.0],[0.0],[600.0],[350.4565180257458]
6562,[7.746914403924335],[2.0],[0.0],[0.0],[600.0],[350.4564711238614]
6563,[7.746913369193469],[2.0],[0.0],[0.0],[600.0],[350.45642431449846]
6564,[7.746912336503776],[2.0],[0.0],[0.0],[600.0],[350.45637759747456]
6565,[7.7469113058512304],[2.0],[0.0],[0.0],[600.0],[350.45633097260753]
6566,[7.746910277231816],[2.0],[0.0],[0.0],[600.0],[350.45628443971566]
6567,[7.746909250641521],[2.0],[0.0],[0.0],[600.0],[350.45623799861755]
6568,[7.7469082260763455],[2.0],[0.0],[0.0],[600.0],[350.45619164913217]
6569,[7.746907203532296],[2.0],[0.0],[0.0],[600.0],[350.4561453910789]
6570,[7.746906183005384],[2.0],[0.0],[0.0],[600.0],[350.45609922427735]
6571,[7.746905164491634],[2.0],[0.0],[0.0],[600.0],[350.4560531485475]
6572,[7.746904147987074],[2.0],[0.0],[0.0],[600.0],[350.45600716370984]
6573,[7.74690313348774],[2.0],[0.0],[0.0],[600.0],[350.4559612695851]
6574,[7.746902120989681],[2.0],[0.0],[0.0],[600.0],[350.45591546599434]
6575,[7.746901110488948],[2.0],[0.0],[0.0],[600.0],[350.45586975275904]
6576,[7.746900101981603],[2.0],[0.0],[0.0],[600.0],[350.45582412970106]
6577,[7.7468990954637125],[2.0],[0.0],[0.0],[600.0],[350.4557785966424]
6578,[7.746898090931356],[2.0],[0.0],[0.0],[600.0],[350.45573315340573]
6579,[7.746897088380615],[2.0],[0.0],[0.0],[600.0],[350.4556877998138]
6580,[7.746896087807584],[2.0],[0.0],[0.0],[600.0],[350.4556425356898]
6581,[7.746895089208359],[2.0],[0.0],[0.0],[600.0],[350.4555973608573]
6582,[7.7468940925790495],[2.0],[0.0],[0.0],[600.0],[350.4555522751403]
6583,[7.746893097915771],[2.0],[0.0],[0.0],[600.0],[350.4555072783629]
6584,[7.746892105214644],[2.0],[0.0],[0.0],[600.0],[350.4554623703498]
6585,[7.746891114471801],[2.0],[0.0],[0.0],[600.0],[350.45541755092586]
6586,[7.746890125683376],[2.0],[0.0],[0.0],[600.0],[350.4553728199164]
6587,[7.746889138845519],[2.0],[0.0],[0.0],[600.0],[350.45532817714707]
6588,[7.746888153954382],[2.0],[0.0],[0.0],[600.0],[350.4552836224438]
6589,[7.746887171006125],[2.0],[0.0],[0.0],[600.0],[350.45523915563297]
6590,[7.746886189996916],[2.0],[0.0],[0.0],[600.0],[350.45519477654113]
6591,[7.7468852109229305],[2.0],[0.0],[0.0],[600.0],[350.4551504849954]
6592,[7.746884233780352],[2.0],[0.0],[0.0],[600.0],[350.455106280823]
6593,[7.746883258565373],[2.0],[0.0],[0.0],[600.0],[350.4550621638517]
6594,[7.746882285274189],[2.0],[0.0],[0.0],[600.0],[350.4550181339095]
6595,[7.746881313903009],[2.0],[0.0],[0.0],[600.0],[350.4549741908247]
6596,[7.746880344448043],[2.0],[0.0],[0.0],[600.0],[350.45493033442614]
6597,[7.746879376905514],[2.0],[0.0],[0.0],[600.0],[350.4548865645427]
6598,[7.746878411271649],[2.0],[0.0],[0.0],[600.0],[350.45484288100386]
6599,[7.746877447542686],[2.0],[0.0],[0.0],[600.0],[350.4547992836392]
6600,[7.746876485714864],[2.0],[0.0],[0.0],[600.0],[350.45475577227893]
6601,[7.746875525784439],[2.0],[0.0],[0.0],[600.0],[350.4547123467533]
6602,[7.746874567747664],[2.0],[0.0],[0.0],[600.0],[350.4546690068931]
6603,[7.746873611600806],[2.0],[0.0],[0.0],[600.0],[350.45462575252935]
6604,[7.7468726573401385],[2.0],[0.0],[0.0],[600.0],[350.4545825834934]
6605,[7.74687170496194],[2.0],[0.0],[0.0],[600.0],[350.45453949961706]
6606,[7.746870754462497],[2.0],[0.0],[0.0],[600.0],[350.4544965007322]
6607,[7.746869805838108],[2.0],[0.0],[0.0],[600.0],[350.4544535866713]
6608,[7.746868859085072],[2.0],[0.0],[0.0],[600.0],[350.45441075726717]
6609,[7.746867914199697],[2.0],[0.0],[0.0],[600.0],[350.4543680123527]
6610,[7.746866971178304],[2.0],[0.0],[0.0],[600.0],[350.4543253517613]
6611,[7.7468660300172125],[2.0],[0.0],[0.0],[600.0],[350.45428277532665]
6612,[7.746865090712754],[2.0],[0.0],[0.0],[600.0],[350.4542402828828]
6613,[7.74686415326127],[2.0],[0.0],[0.0],[600.0],[350.4541978742641]
6614,[7.746863217659103],[2.0],[0.0],[0.0],[600.0],[350.45415554930514]
6615,[7.746862283902606],[2.0],[0.0],[0.0],[600.0],[350.454113307841]
6616,[7.746861351988139],[2.0],[0.0],[0.0],[600.0],[350.45407114970703]
6617,[7.74686042191207],[2.0],[0.0],[0.0],[600.0],[350.45402907473886]
6618,[7.7468594936707715],[2.0],[0.0],[0.0],[600.0],[350.4539870827724]
6619,[7.746858567260627],[2.0],[0.0],[0.0],[600.0],[350.45394517364406]
6620,[7.746857642678023],[2.0],[0.0],[0.0],[600.0],[350.45390334719036]
6621,[7.746856719919357],[2.0],[0.0],[0.0],[600.0],[350.4538616032483]
6622,[7.74685579898103],[2.0],[0.0],[0.0],[600.0],[350.4538199416551]
6623,[7.74685487985945],[2.0],[0.0],[0.0],[600.0],[350.4537783622484]
6624,[7.7468539625510395],[2.0],[0.0],[0.0],[600.0],[350.4537368648661]
6625,[7.746853047052218],[2.0],[0.0],[0.0],[600.0],[350.4536954493463]
6626,[7.7468521333594165],[2.0],[0.0],[0.0],[600.0],[350.45365411552774]
6627,[7.746851221469075],[2.0],[0.0],[0.0],[600.0],[350.45361286324913]
6628,[7.746850311377639],[2.0],[0.0],[0.0],[600.0],[350.4535716923498]
6629,[7.746849403081558],[2.0],[0.0],[0.0],[600.0],[350.4535306026691]
6630,[7.746848496577293],[2.0],[0.0],[0.0],[600.0],[350.4534895940469]
6631,[7.746847591861307],[2.0],[0.0],[0.0],[600.0],[350.4534486663233]
6632,[7.746846688930077],[2.0],[0.0],[0.0],[600.0],[350.45340781933885]
6633,[7.7468457877800825],[2.0],[0.0],[0.0],[600.0],[350.45336705293414]
6634,[7.746844888407807],[2.0],[0.0],[0.0],[600.0],[350.4533263669504]
6635,[7.746843990809747],[2.0],[0.0],[0.0],[600.0],[350.4532857612289]
6636,[7.746843094982403],[2.0],[0.0],[0.0],[600.0],[350.45324523561146]
6637,[7.746842200922282],[2.0],[0.0],[0.0],[600.0],[350.45320478993995]
6638,[7.746841308625898],[2.0],[0.0],[0.0],[600.0],[350.4531644240568]
6639,[7.746840418089774],[2.0],[0.0],[0.0],[600.0],[350.4531241378046]
6640,[7.746839529310438],[2.0],[0.0],[0.0],[600.0],[350.4530839310263]
6641,[7.746838642284424],[2.0],[0.0],[0.0],[600.0],[350.45304380356515]
6642,[7.746837757008274],[2.0],[0.0],[0.0],[600.0],[350.4530037552647]
6643,[7.7468368734785376],[2.0],[0.0],[0.0],[600.0],[350.4529637859689]
6644,[7.7468359916917695],[2.0],[0.0],[0.0],[600.0],[350.45292389552185]
6645,[7.7468351116445335],[2.0],[0.0],[0.0],[600.0],[350.452884083768]
6646,[7.746834233333396],[2.0],[0.0],[0.0],[600.0],[350.45284435055225]
6647,[7.7468333567549355],[2.0],[0.0],[0.0],[600.0],[350.45280469571964]
6648,[7.746832481905733],[2.0],[0.0],[0.0],[600.0],[350.45276511911555]
6649,[7.746831608782378],[2.0],[0.0],[0.0],[600.0],[350.4527256205857]
6650,[7.746830737381467],[2.0],[0.0],[0.0],[600.0],[350.45268619997614]
6651,[7.746829867699603],[2.0],[0.0],[0.0],[600.0],[350.4526468571331]
6652,[7.746828999733395],[2.0],[0.0],[0.0],[600.0],[350.4526075919033]
6653,[7.746828133479459],[2.0],[0.0],[0.0],[600.0],[350.4525684041337]
6654,[7.746827268934419],[2.0],[0.0],[0.0],[600.0],[350.4525292936714]
6655,[7.746826406094905],[2.0],[0.0],[0.0],[600.0],[350.45249026036396]
6656,[7.7468255449575505],[2.0],[0.0],[0.0],[600.0],[350.4524513040592]
6657,[7.746824685519001],[2.0],[0.0],[0.0],[600.0],[350.45241242460526]
6658,[7.746823827775903],[2.0],[0.0],[0.0],[600.0],[350.4523736218506]
6659,[7.746822971724915],[2.0],[0.0],[0.0],[600.0],[350.4523348956439]
6660,[7.746822117362696],[2.0],[0.0],[0.0],[600.0],[350.45229624583413]
6661,[7.74682126468592],[2.0],[0.0],[0.0],[600.0],[350.4522576722707]
6662,[7.74682041369126],[2.0],[0.0],[0.0],[600.0],[350.45221917480325]
6663,[7.746819564375399],[2.0],[0.0],[0.0],[600.0],[350.45218075328154]
6664,[7.746818716735025],[2.0],[0.0],[0.0],[600.0],[350.4521424075559]
6665,[7.746817870766835],[2.0],[0.0],[0.0],[600.0],[350.4521041374769]
6666,[7.74681702646753],[2.0],[0.0],[0.0],[600.0],[350.4520659428952]
6667,[7.746816183833817],[2.0],[0.0],[0.0],[600.0],[350.4520278236619]
6668,[7.746815342862414],[2.0],[0.0],[0.0],[600.0],[350.45198977962855]
6669,[7.746814503550039],[2.0],[0.0],[0.0],[600.0],[350.4519518106466]
6670,[7.746813665893422],[2.0],[0.0],[0.0],[600.0],[350.4519139165682]
6671,[7.746812829889296],[2.0],[0.0],[0.0],[600.0],[350.4518760972455]
6672,[7.746811995534403],[2.0],[0.0],[0.0],[600.0],[350.45183835253107]
6673,[7.746811162825489],[2.0],[0.0],[0.0],[600.0],[350.45180068227785]
6674,[7.746810331759309],[2.0],[0.0],[0.0],[600.0],[350.4517630863389]
6675,[7.746809502332619],[2.0],[0.0],[0.0],[600.0],[350.4517255645676]
6676,[7.746808674542191],[2.0],[0.0],[0.0],[600.0],[350.45168811681776]
6677,[7.746807848384793],[2.0],[0.0],[0.0],[600.0],[350.45165074294334]
6678,[7.746807023857206],[2.0],[0.0],[0.0],[600.0],[350.45161344279865]
6679,[7.746806200956217],[2.0],[0.0],[0.0],[600.0],[350.45157621623827]
6680,[7.746805379678616],[2.0],[0.0],[0.0],[600.0],[350.451539063117]
6681,[7.746804560021201],[2.0],[0.0],[0.0],[600.0],[350.4515019832901]
6682,[7.746803741980775],[2.0],[0.0],[0.0],[600.0],[350.4514649766129]
6683,[7.746802925554151],[2.0],[0.0],[0.0],[600.0],[350.4514280429412]
6684,[7.746802110738146],[2.0],[0.0],[0.0],[600.0],[350.4513911821309]
6685,[7.746801297529583],[2.0],[0.0],[0.0],[600.0],[350.45135439403845]
6686,[7.746800485925291],[2.0],[0.0],[0.0],[600.0],[350.4513176785203]
6687,[7.746799675922104],[2.0],[0.0],[0.0],[600.0],[350.45128103543334]
6688,[7.746798867516866],[2.0],[0.0],[0.0],[600.0],[350.45124446463467]
6689,[7.746798060706427],[2.0],[0.0],[0.0],[600.0],[350.4512079659818]
6690,[7.746797255487637],[2.0],[0.0],[0.0],[600.0],[350.45117153933234]
6691,[7.74679645185736],[2.0],[0.0],[0.0],[600.0],[350.45113518454434]
6692,[7.746795649812462],[2.0],[0.0],[0.0],[600.0],[350.45109890147603]
6693,[7.746794849349817],[2.0],[0.0],[0.0],[600.0],[350.451062689986]
6694,[7.746794050466303],[2.0],[0.0],[0.0],[600.0],[350.451026549933]
6695,[7.746793253158804],[2.0],[0.0],[0.0],[600.0],[350.4509904811761]
6696,[7.746792457424214],[2.0],[0.0],[0.0],[600.0],[350.4509544835747]
6697,[7.74679166325943],[2.0],[0.0],[0.0],[600.0],[350.45091855698854]
6698,[7.746790870661354],[2.0],[0.0],[0.0],[600.0],[350.4508827012775]
6699,[7.746790079626899],[2.0],[0.0],[0.0],[600.0],[350.45084691630177]
6700,[7.746789290152978],[2.0],[0.0],[0.0],[600.0],[350.45081120192185]
6701,[7.746788502236514],[2.0],[0.0],[0.0],[600.0],[350.45077555799844]
6702,[7.746787715874436],[2.0],[0.0],[0.0],[600.0],[350.45073998439267]
6703,[7.746786931063675],[2.0],[0.0],[0.0],[600.0],[350.4507044809657]
6704,[7.746786147801176],[2.0],[0.0],[0.0],[600.0],[350.4506690475793]
6705,[7.746785366083881],[2.0],[0.0],[0.0],[600.0],[350.4506336840952]
6706,[7.7467845859087445],[2.0],[0.0],[0.0],[600.0],[350.4505983903755]
6707,[7.746783807272723],[2.0],[0.0],[0.0],[600.0],[350.4505631662827]
6708,[7.746783030172783],[2.0],[0.0],[0.0],[600.0],[350.45052801167935]
6709,[7.746782254605894],[2.0],[0.0],[0.0],[600.0],[350.4504929264285]
6710,[7.746781480569029],[2.0],[0.0],[0.0],[600.0],[350.45045791039325]
6711,[7.746780708059176],[2.0],[0.0],[0.0],[600.0],[350.4504229634372]
6712,[7.746779937073318],[2.0],[0.0],[0.0],[600.0],[350.450388085424]
6713,[7.746779167608452],[2.0],[0.0],[0.0],[600.0],[350.4503532762177]
6714,[7.746778399661577],[2.0],[0.0],[0.0],[600.0],[350.4503185356825]
6715,[7.746777633229698],[2.0],[0.0],[0.0],[600.0],[350.4502838636832]
6716,[7.74677686830983],[2.0],[0.0],[0.0],[600.0],[350.4502492600844]
6717,[7.746776104898986],[2.0],[0.0],[0.0],[600.0],[350.45021472475116]
6718,[7.746775342994192],[2.0],[0.0],[0.0],[600.0],[350.45018025754894]
6719,[7.7467745825924785],[2.0],[0.0],[0.0],[600.0],[350.4501458583433]
6720,[7.746773823690878],[2.0],[0.0],[0.0],[600.0],[350.4501115270002]
6721,[7.746773066286434],[2.0],[0.0],[0.0],[600.0],[350.45007726338577]
6722,[7.746772310376195],[2.0],[0.0],[0.0],[600.0],[350.4500430673663]
6723,[7.746771555957209],[2.0],[0.0],[0.0],[600.0],[350.4500089388086]
6724,[7.746770803026537],[2.0],[0.0],[0.0],[600.0],[350.44997487757956]
6725,[7.746770051581244],[2.0],[0.0],[0.0],[600.0],[350.44994088354633]
6726,[7.7467693016184],[2.0],[0.0],[0.0],[600.0],[350.4499069565764]
6727,[7.74676855313508],[2.0],[0.0],[0.0],[600.0],[350.4498730965375]
6728,[7.746767806128366],[2.0],[0.0],[0.0],[600.0],[350.4498393032976]
6729,[7.746767060595346],[2.0],[0.0],[0.0],[600.0],[350.449805576725]
6730,[7.7467663165331135],[2.0],[0.0],[0.0],[600.0],[350.4497719166881]
6731,[7.7467655739387675],[2.0],[0.0],[0.0],[600.0],[350.44973832305584]
6732,[7.746764832809411],[2.0],[0.0],[0.0],[600.0],[350.449704795697]
6733,[7.746764093142156],[2.0],[0.0],[0.0],[600.0],[350.4496713344811]
6734,[7.746763354934117],[2.0],[0.0],[0.0],[600.0],[350.4496379392774]
6735,[7.7467626181824185],[2.0],[0.0],[0.0],[600.0],[350.44960460995594]
6736,[7.746761882884186],[2.0],[0.0],[0.0],[600.0],[350.4495713463867]
6737,[7.746761149036552],[2.0],[0.0],[0.0],[600.0],[350.4495381484399]
6738,[7.746760416636658],[2.0],[0.0],[0.0],[600.0],[350.4495050159863]
6739,[7.7467596856816465],[2.0],[0.0],[0.0],[600.0],[350.4494719488965]
6740,[7.746758956168667],[2.0],[0.0],[0.0],[600.0],[350.4494389470417]
6741,[7.746758228094875],[2.0],[0.0],[0.0],[600.0],[350.44940601029316]
6742,[7.746757501457434],[2.0],[0.0],[0.0],[600.0],[350.4493731385225]
6743,[7.746756776253508],[2.0],[0.0],[0.0],[600.0],[350.44934033160155]
6744,[7.746756052480272],[2.0],[0.0],[0.0],[600.0],[350.4493075894024]
6745,[7.746755330134903],[2.0],[0.0],[0.0],[600.0],[350.4492749117973]
6746,[7.746754609214584],[2.0],[0.0],[0.0],[600.0],[350.449242298659]
6747,[7.746753889716503],[2.0],[0.0],[0.0],[600.0],[350.44920974986024]
6748,[7.746753171637858],[2.0],[0.0],[0.0],[600.0],[350.4491772652741]
6749,[7.746752454975847],[2.0],[0.0],[0.0],[600.0],[350.449144844774]
6750,[7.746751739727676],[2.0],[0.0],[0.0],[600.0],[350.4491124882335]
6751,[7.746751025890557],[2.0],[0.0],[0.0],[600.0],[350.44908019552634]
6752,[7.746750313461706],[2.0],[0.0],[0.0],[600.0],[350.4490479665268]
6753,[7.746749602438345],[2.0],[0.0],[0.0],[600.0],[350.44901580110906]
6754,[7.746748892817703],[2.0],[0.0],[0.0],[600.0],[350.4489836991478]
6755,[7.746748184597012],[2.0],[0.0],[0.0],[600.0],[350.4489516605178]
6756,[7.74674747777351],[2.0],[0.0],[0.0],[600.0],[350.44891968509415]
6757,[7.7467467723444425],[2.0],[0.0],[0.0],[600.0],[350.4488877727522]
6758,[7.746746068307059],[2.0],[0.0],[0.0],[600.0],[350.4488559233675]
6759,[7.746745365658613],[2.0],[0.0],[0.0],[600.0],[350.44882413681586]
6760,[7.746744664396368],[2.0],[0.0],[0.0],[600.0],[350.44879241297343]
6761,[7.746743964517585],[2.0],[0.0],[0.0],[600.0],[350.4487607517164]
6762,[7.74674326601954],[2.0],[0.0],[0.0],[600.0],[350.4487291529214]
6763,[7.7467425688995055],[2.0],[0.0],[0.0],[600.0],[350.44869761646515]
6764,[7.746741873154766],[2.0],[0.0],[0.0],[600.0],[350.44866614222474]
6765,[7.7467411787826075],[2.0],[0.0],[0.0],[600.0],[350.44863473007746]
6766,[7.746740485780322],[2.0],[0.0],[0.0],[600.0],[350.44860337990076]
6767,[7.74673979414521],[2.0],[0.0],[0.0],[600.0],[350.4485720915725]
6768,[7.746739103874572],[2.0],[0.0],[0.0],[600.0],[350.4485408649706]
6769,[7.746738414965718],[2.0],[0.0],[0.0],[600.0],[350.4485096999734]
6770,[7.746737727415962],[2.0],[0.0],[0.0],[600.0],[350.4484785964593]
6771,[7.746737041222621],[2.0],[0.0],[0.0],[600.0],[350.44844755430705]
6772,[7.746736356383022],[2.0],[0.0],[0.0],[600.0],[350.4484165733956]
6773,[7.746735672894495],[2.0],[0.0],[0.0],[600.0],[350.4483856536042]
6774,[7.746734990754373],[2.0],[0.0],[0.0],[600.0],[350.44835479481225]
6775,[7.746734309959998],[2.0],[0.0],[0.0],[600.0],[350.44832399689943]
6776,[7.7467336305087136],[2.0],[0.0],[0.0],[600.0],[350.44829325974564]
6777,[7.746732952397872],[2.0],[0.0],[0.0],[600.0],[350.4482625832311]
6778,[7.74673227562483],[2.0],[0.0],[0.0],[600.0],[350.44823196723615]
6779,[7.746731600186947],[2.0],[0.0],[0.0],[600.0],[350.44820141164143]
6780,[7.74673092608159],[2.0],[0.0],[0.0],[600.0],[350.4481709163278]
6781,[7.74673025330613],[2.0],[0.0],[0.0],[600.0],[350.44814048117627]
6782,[7.746729581857945],[2.0],[0.0],[0.0],[600.0],[350.4481101060683]
6783,[7.746728911734416],[2.0],[0.0],[0.0],[600.0],[350.4480797908854]
6784,[7.746728242932931],[2.0],[0.0],[0.0],[600.0],[350.44804953550937]
6785,[7.7467275754508815],[2.0],[0.0],[0.0],[600.0],[350.4480193398222]
6786,[7.746726909285664],[2.0],[0.0],[0.0],[600.0],[350.44798920370624]
6787,[7.746726244434683],[2.0],[0.0],[0.0],[600.0],[350.4479591270439]
6788,[7.746725580895346],[2.0],[0.0],[0.0],[600.0],[350.44792910971796]
6789,[7.7467249186650635],[2.0],[0.0],[0.0],[600.0],[350.4478991516113]
6790,[7.7467242577412545],[2.0],[0.0],[0.0],[600.0],[350.4478692526072]
6791,[7.746723598121343],[2.0],[0.0],[0.0],[600.0],[350.447839412589]
6792,[7.746722939802757],[2.0],[0.0],[0.0],[600.0],[350.44780963144046]
6793,[7.746722282782928],[2.0],[0.0],[0.0],[600.0],[350.4477799090454]
6794,[7.746721627059295],[2.0],[0.0],[0.0],[600.0],[350.44775024528786]
6795,[7.746720972629302],[2.0],[0.0],[0.0],[600.0],[350.4477206400523]
6796,[7.746720319490396],[2.0],[0.0],[0.0],[600.0],[350.44769109322317]
6797,[7.74671966764003],[2.0],[0.0],[0.0],[600.0],[350.44766160468527]
6798,[7.746719017075664],[2.0],[0.0],[0.0],[600.0],[350.4476321743237]
6799,[7.74671836779476],[2.0],[0.0],[0.0],[600.0],[350.44760280202365]
6800,[7.746717719794788],[2.0],[0.0],[0.0],[600.0],[350.44757348767064]
6801,[7.746717073073219],[2.0],[0.0],[0.0],[600.0],[350.4475442311503]
